name,age,categories,type,premise,hypothesis
Alexander,80,middle aged,nospec,Alexander is 80.,Alexander is middle aged.
Alexander,80,old,specified,Alexander's age is 80.,Alexander is old.
Alexander,80,old,nospec,Alexander is 80.,Alexander is old.
Alexander,81,young,specified,Alexander's age is 81.,Alexander is young.
Alexander,81,young,nospec,Alexander is 81.,Alexander is young.
Alexander,81,middle aged,specified,Alexander's age is 81.,Alexander is middle aged.
Alexander,81,middle aged,nospec,Alexander is 81.,Alexander is middle aged.
Alexander,81,old,specified,Alexander's age is 81.,Alexander is old.
Alexander,81,old,nospec,Alexander is 81.,Alexander is old.
Alexander,82,young,specified,Alexander's age is 82.,Alexander is young.
Alexander,82,young,nospec,Alexander is 82.,Alexander is young.
Alexander,82,middle aged,specified,Alexander's age is 82.,Alexander is middle aged.
Alexander,82,middle aged,nospec,Alexander is 82.,Alexander is middle aged.
Alexander,82,old,specified,Alexander's age is 82.,Alexander is old.
Alexander,82,old,nospec,Alexander is 82.,Alexander is old.
Alexander,83,young,specified,Alexander's age is 83.,Alexander is young.
Alexander,83,young,nospec,Alexander is 83.,Alexander is young.
Alexander,83,middle aged,specified,Alexander's age is 83.,Alexander is middle aged.
Alexander,83,middle aged,nospec,Alexander is 83.,Alexander is middle aged.
Alexander,83,old,specified,Alexander's age is 83.,Alexander is old.
Alexander,83,old,nospec,Alexander is 83.,Alexander is old.
Alexander,84,young,specified,Alexander's age is 84.,Alexander is young.
Alexander,84,young,nospec,Alexander is 84.,Alexander is young.
Alexander,84,middle aged,specified,Alexander's age is 84.,Alexander is middle aged.
Alexander,84,middle aged,nospec,Alexander is 84.,Alexander is middle aged.
Alexander,84,old,specified,Alexander's age is 84.,Alexander is old.
Alexander,84,old,nospec,Alexander is 84.,Alexander is old.
Alexander,85,young,specified,Alexander's age is 85.,Alexander is young.
Alexander,85,young,nospec,Alexander is 85.,Alexander is young.
Alexander,85,middle aged,specified,Alexander's age is 85.,Alexander is middle aged.
Alexander,85,middle aged,nospec,Alexander is 85.,Alexander is middle aged.
Alexander,85,old,specified,Alexander's age is 85.,Alexander is old.
Alexander,85,old,nospec,Alexander is 85.,Alexander is old.
Alexander,86,young,specified,Alexander's age is 86.,Alexander is young.
Alexander,86,young,nospec,Alexander is 86.,Alexander is young.
Alexander,86,middle aged,specified,Alexander's age is 86.,Alexander is middle aged.
Alexander,86,middle aged,nospec,Alexander is 86.,Alexander is middle aged.
Alexander,86,old,specified,Alexander's age is 86.,Alexander is old.
Alexander,86,old,nospec,Alexander is 86.,Alexander is old.
Alexander,87,young,specified,Alexander's age is 87.,Alexander is young.
Alexander,87,young,nospec,Alexander is 87.,Alexander is young.
Alexander,87,middle aged,specified,Alexander's age is 87.,Alexander is middle aged.
Alexander,87,middle aged,nospec,Alexander is 87.,Alexander is middle aged.
Alexander,87,old,specified,Alexander's age is 87.,Alexander is old.
Alexander,87,old,nospec,Alexander is 87.,Alexander is old.
Alexander,88,young,specified,Alexander's age is 88.,Alexander is young.
Alexander,88,young,nospec,Alexander is 88.,Alexander is young.
Alexander,88,middle aged,specified,Alexander's age is 88.,Alexander is middle aged.
Alexander,88,middle aged,nospec,Alexander is 88.,Alexander is middle aged.
Alexander,88,old,specified,Alexander's age is 88.,Alexander is old.
Alexander,88,old,nospec,Alexander is 88.,Alexander is old.
Alexander,89,young,specified,Alexander's age is 89.,Alexander is young.
Alexander,89,young,nospec,Alexander is 89.,Alexander is young.
Alexander,89,middle aged,specified,Alexander's age is 89.,Alexander is middle aged.
Alexander,89,middle aged,nospec,Alexander is 89.,Alexander is middle aged.
Alexander,89,old,specified,Alexander's age is 89.,Alexander is old.
Alexander,89,old,nospec,Alexander is 89.,Alexander is old.
Alexander,90,young,specified,Alexander's age is 90.,Alexander is young.
Alexander,90,young,nospec,Alexander is 90.,Alexander is young.
Alexander,90,middle aged,specified,Alexander's age is 90.,Alexander is middle aged.
Alexander,90,middle aged,nospec,Alexander is 90.,Alexander is middle aged.
Alexander,90,old,specified,Alexander's age is 90.,Alexander is old.
Alexander,90,old,nospec,Alexander is 90.,Alexander is old.
Alexander,91,young,specified,Alexander's age is 91.,Alexander is young.
Alexander,91,young,nospec,Alexander is 91.,Alexander is young.
Alexander,91,middle aged,specified,Alexander's age is 91.,Alexander is middle aged.
Alexander,91,middle aged,nospec,Alexander is 91.,Alexander is middle aged.
Alexander,91,old,specified,Alexander's age is 91.,Alexander is old.
Alexander,91,old,nospec,Alexander is 91.,Alexander is old.
Alexander,92,young,specified,Alexander's age is 92.,Alexander is young.
Alexander,92,young,nospec,Alexander is 92.,Alexander is young.
Alexander,92,middle aged,specified,Alexander's age is 92.,Alexander is middle aged.
Alexander,92,middle aged,nospec,Alexander is 92.,Alexander is middle aged.
Alexander,92,old,specified,Alexander's age is 92.,Alexander is old.
Alexander,92,old,nospec,Alexander is 92.,Alexander is old.
Alexander,93,young,specified,Alexander's age is 93.,Alexander is young.
Alexander,93,young,nospec,Alexander is 93.,Alexander is young.
Alexander,93,middle aged,specified,Alexander's age is 93.,Alexander is middle aged.
Alexander,93,middle aged,nospec,Alexander is 93.,Alexander is middle aged.
Alexander,93,old,specified,Alexander's age is 93.,Alexander is old.
Alexander,93,old,nospec,Alexander is 93.,Alexander is old.
Alexander,94,young,specified,Alexander's age is 94.,Alexander is young.
Alexander,94,young,nospec,Alexander is 94.,Alexander is young.
Alexander,94,middle aged,specified,Alexander's age is 94.,Alexander is middle aged.
Alexander,94,middle aged,nospec,Alexander is 94.,Alexander is middle aged.
Alexander,94,old,specified,Alexander's age is 94.,Alexander is old.
Alexander,94,old,nospec,Alexander is 94.,Alexander is old.
Alexander,95,young,specified,Alexander's age is 95.,Alexander is young.
Alexander,95,young,nospec,Alexander is 95.,Alexander is young.
Alexander,95,middle aged,specified,Alexander's age is 95.,Alexander is middle aged.
Alexander,95,middle aged,nospec,Alexander is 95.,Alexander is middle aged.
Alexander,95,old,specified,Alexander's age is 95.,Alexander is old.
Alexander,95,old,nospec,Alexander is 95.,Alexander is old.
Alexander,96,young,specified,Alexander's age is 96.,Alexander is young.
Alexander,96,young,nospec,Alexander is 96.,Alexander is young.
Alexander,96,middle aged,specified,Alexander's age is 96.,Alexander is middle aged.
Alexander,96,middle aged,nospec,Alexander is 96.,Alexander is middle aged.
Alexander,96,old,specified,Alexander's age is 96.,Alexander is old.
Alexander,96,old,nospec,Alexander is 96.,Alexander is old.
Alexander,97,young,specified,Alexander's age is 97.,Alexander is young.
Alexander,97,young,nospec,Alexander is 97.,Alexander is young.
Alexander,97,middle aged,specified,Alexander's age is 97.,Alexander is middle aged.
Alexander,97,middle aged,nospec,Alexander is 97.,Alexander is middle aged.
Alexander,97,old,specified,Alexander's age is 97.,Alexander is old.
Alexander,97,old,nospec,Alexander is 97.,Alexander is old.
Alexander,98,young,specified,Alexander's age is 98.,Alexander is young.
Alexander,98,young,nospec,Alexander is 98.,Alexander is young.
Alexander,98,middle aged,specified,Alexander's age is 98.,Alexander is middle aged.
Alexander,98,middle aged,nospec,Alexander is 98.,Alexander is middle aged.
Alexander,98,old,specified,Alexander's age is 98.,Alexander is old.
Alexander,98,old,nospec,Alexander is 98.,Alexander is old.
Alexander,99,young,specified,Alexander's age is 99.,Alexander is young.
Alexander,99,young,nospec,Alexander is 99.,Alexander is young.
Alexander,99,middle aged,specified,Alexander's age is 99.,Alexander is middle aged.
Alexander,99,middle aged,nospec,Alexander is 99.,Alexander is middle aged.
Alexander,99,old,specified,Alexander's age is 99.,Alexander is old.
Alexander,99,old,nospec,Alexander is 99.,Alexander is old.
Alexander,100,young,specified,Alexander's age is 100.,Alexander is young.
Alexander,100,young,nospec,Alexander is 100.,Alexander is young.
Alexander,100,middle aged,specified,Alexander's age is 100.,Alexander is middle aged.
Alexander,100,middle aged,nospec,Alexander is 100.,Alexander is middle aged.
Alexander,100,old,specified,Alexander's age is 100.,Alexander is old.
Alexander,100,old,nospec,Alexander is 100.,Alexander is old.
Andrew,1,young,specified,Andrew's age is 1.,Andrew is young.
Andrew,1,young,nospec,Andrew is 1.,Andrew is young.
Andrew,1,middle aged,specified,Andrew's age is 1.,Andrew is middle aged.
Andrew,1,middle aged,nospec,Andrew is 1.,Andrew is middle aged.
Andrew,1,old,specified,Andrew's age is 1.,Andrew is old.
Andrew,1,old,nospec,Andrew is 1.,Andrew is old.
Andrew,2,young,specified,Andrew's age is 2.,Andrew is young.
Andrew,2,young,nospec,Andrew is 2.,Andrew is young.
Andrew,2,middle aged,specified,Andrew's age is 2.,Andrew is middle aged.
Andrew,2,middle aged,nospec,Andrew is 2.,Andrew is middle aged.
Andrew,2,old,specified,Andrew's age is 2.,Andrew is old.
Andrew,2,old,nospec,Andrew is 2.,Andrew is old.
Andrew,3,young,specified,Andrew's age is 3.,Andrew is young.
Andrew,3,young,nospec,Andrew is 3.,Andrew is young.
Andrew,3,middle aged,specified,Andrew's age is 3.,Andrew is middle aged.
Andrew,3,middle aged,nospec,Andrew is 3.,Andrew is middle aged.
Andrew,3,old,specified,Andrew's age is 3.,Andrew is old.
Andrew,3,old,nospec,Andrew is 3.,Andrew is old.
Andrew,4,young,specified,Andrew's age is 4.,Andrew is young.
Andrew,4,young,nospec,Andrew is 4.,Andrew is young.
Andrew,4,middle aged,specified,Andrew's age is 4.,Andrew is middle aged.
Andrew,4,middle aged,nospec,Andrew is 4.,Andrew is middle aged.
Andrew,4,old,specified,Andrew's age is 4.,Andrew is old.
Andrew,4,old,nospec,Andrew is 4.,Andrew is old.
Andrew,5,young,specified,Andrew's age is 5.,Andrew is young.
Andrew,5,young,nospec,Andrew is 5.,Andrew is young.
Andrew,5,middle aged,specified,Andrew's age is 5.,Andrew is middle aged.
Andrew,5,middle aged,nospec,Andrew is 5.,Andrew is middle aged.
Andrew,5,old,specified,Andrew's age is 5.,Andrew is old.
Andrew,5,old,nospec,Andrew is 5.,Andrew is old.
Andrew,6,young,specified,Andrew's age is 6.,Andrew is young.
Andrew,6,young,nospec,Andrew is 6.,Andrew is young.
Andrew,6,middle aged,specified,Andrew's age is 6.,Andrew is middle aged.
Andrew,6,middle aged,nospec,Andrew is 6.,Andrew is middle aged.
Andrew,6,old,specified,Andrew's age is 6.,Andrew is old.
Andrew,6,old,nospec,Andrew is 6.,Andrew is old.
Andrew,7,young,specified,Andrew's age is 7.,Andrew is young.
Andrew,7,young,nospec,Andrew is 7.,Andrew is young.
Andrew,7,middle aged,specified,Andrew's age is 7.,Andrew is middle aged.
Andrew,7,middle aged,nospec,Andrew is 7.,Andrew is middle aged.
Andrew,7,old,specified,Andrew's age is 7.,Andrew is old.
Andrew,7,old,nospec,Andrew is 7.,Andrew is old.
Andrew,8,young,specified,Andrew's age is 8.,Andrew is young.
Andrew,8,young,nospec,Andrew is 8.,Andrew is young.
Andrew,8,middle aged,specified,Andrew's age is 8.,Andrew is middle aged.
Andrew,8,middle aged,nospec,Andrew is 8.,Andrew is middle aged.
Andrew,8,old,specified,Andrew's age is 8.,Andrew is old.
Andrew,8,old,nospec,Andrew is 8.,Andrew is old.
Andrew,9,young,specified,Andrew's age is 9.,Andrew is young.
Andrew,9,young,nospec,Andrew is 9.,Andrew is young.
Andrew,9,middle aged,specified,Andrew's age is 9.,Andrew is middle aged.
Andrew,9,middle aged,nospec,Andrew is 9.,Andrew is middle aged.
Andrew,9,old,specified,Andrew's age is 9.,Andrew is old.
Andrew,9,old,nospec,Andrew is 9.,Andrew is old.
Andrew,10,young,specified,Andrew's age is 10.,Andrew is young.
Andrew,10,young,nospec,Andrew is 10.,Andrew is young.
Andrew,10,middle aged,specified,Andrew's age is 10.,Andrew is middle aged.
Andrew,10,middle aged,nospec,Andrew is 10.,Andrew is middle aged.
Andrew,10,old,specified,Andrew's age is 10.,Andrew is old.
Andrew,10,old,nospec,Andrew is 10.,Andrew is old.
Andrew,11,young,specified,Andrew's age is 11.,Andrew is young.
Andrew,11,young,nospec,Andrew is 11.,Andrew is young.
Andrew,11,middle aged,specified,Andrew's age is 11.,Andrew is middle aged.
Andrew,11,middle aged,nospec,Andrew is 11.,Andrew is middle aged.
Andrew,11,old,specified,Andrew's age is 11.,Andrew is old.
Andrew,11,old,nospec,Andrew is 11.,Andrew is old.
Andrew,12,young,specified,Andrew's age is 12.,Andrew is young.
Andrew,12,young,nospec,Andrew is 12.,Andrew is young.
Andrew,12,middle aged,specified,Andrew's age is 12.,Andrew is middle aged.
Andrew,12,middle aged,nospec,Andrew is 12.,Andrew is middle aged.
Andrew,12,old,specified,Andrew's age is 12.,Andrew is old.
Andrew,12,old,nospec,Andrew is 12.,Andrew is old.
Andrew,13,young,specified,Andrew's age is 13.,Andrew is young.
Andrew,13,young,nospec,Andrew is 13.,Andrew is young.
Andrew,13,middle aged,specified,Andrew's age is 13.,Andrew is middle aged.
Andrew,13,middle aged,nospec,Andrew is 13.,Andrew is middle aged.
Andrew,13,old,specified,Andrew's age is 13.,Andrew is old.
Andrew,13,old,nospec,Andrew is 13.,Andrew is old.
Andrew,14,young,specified,Andrew's age is 14.,Andrew is young.
Andrew,14,young,nospec,Andrew is 14.,Andrew is young.
Andrew,14,middle aged,specified,Andrew's age is 14.,Andrew is middle aged.
Andrew,14,middle aged,nospec,Andrew is 14.,Andrew is middle aged.
Andrew,14,old,specified,Andrew's age is 14.,Andrew is old.
Andrew,14,old,nospec,Andrew is 14.,Andrew is old.
Andrew,15,young,specified,Andrew's age is 15.,Andrew is young.
Andrew,15,young,nospec,Andrew is 15.,Andrew is young.
Andrew,15,middle aged,specified,Andrew's age is 15.,Andrew is middle aged.
Andrew,15,middle aged,nospec,Andrew is 15.,Andrew is middle aged.
Andrew,15,old,specified,Andrew's age is 15.,Andrew is old.
Andrew,15,old,nospec,Andrew is 15.,Andrew is old.
Andrew,16,young,specified,Andrew's age is 16.,Andrew is young.
Andrew,16,young,nospec,Andrew is 16.,Andrew is young.
Andrew,16,middle aged,specified,Andrew's age is 16.,Andrew is middle aged.
Andrew,16,middle aged,nospec,Andrew is 16.,Andrew is middle aged.
Andrew,16,old,specified,Andrew's age is 16.,Andrew is old.
Andrew,16,old,nospec,Andrew is 16.,Andrew is old.
Andrew,17,young,specified,Andrew's age is 17.,Andrew is young.
Andrew,17,young,nospec,Andrew is 17.,Andrew is young.
Andrew,17,middle aged,specified,Andrew's age is 17.,Andrew is middle aged.
Andrew,17,middle aged,nospec,Andrew is 17.,Andrew is middle aged.
Andrew,17,old,specified,Andrew's age is 17.,Andrew is old.
Andrew,17,old,nospec,Andrew is 17.,Andrew is old.
Andrew,18,young,specified,Andrew's age is 18.,Andrew is young.
Andrew,18,young,nospec,Andrew is 18.,Andrew is young.
Andrew,18,middle aged,specified,Andrew's age is 18.,Andrew is middle aged.
Andrew,18,middle aged,nospec,Andrew is 18.,Andrew is middle aged.
Andrew,18,old,specified,Andrew's age is 18.,Andrew is old.
Andrew,18,old,nospec,Andrew is 18.,Andrew is old.
Andrew,19,young,specified,Andrew's age is 19.,Andrew is young.
Andrew,19,young,nospec,Andrew is 19.,Andrew is young.
Andrew,19,middle aged,specified,Andrew's age is 19.,Andrew is middle aged.
Andrew,19,middle aged,nospec,Andrew is 19.,Andrew is middle aged.
Andrew,19,old,specified,Andrew's age is 19.,Andrew is old.
Andrew,19,old,nospec,Andrew is 19.,Andrew is old.
Andrew,20,young,specified,Andrew's age is 20.,Andrew is young.
Andrew,20,young,nospec,Andrew is 20.,Andrew is young.
Andrew,20,middle aged,specified,Andrew's age is 20.,Andrew is middle aged.
Andrew,20,middle aged,nospec,Andrew is 20.,Andrew is middle aged.
Andrew,20,old,specified,Andrew's age is 20.,Andrew is old.
Andrew,20,old,nospec,Andrew is 20.,Andrew is old.
Andrew,21,young,specified,Andrew's age is 21.,Andrew is young.
Andrew,21,young,nospec,Andrew is 21.,Andrew is young.
Andrew,21,middle aged,specified,Andrew's age is 21.,Andrew is middle aged.
Andrew,21,middle aged,nospec,Andrew is 21.,Andrew is middle aged.
Andrew,21,old,specified,Andrew's age is 21.,Andrew is old.
Andrew,21,old,nospec,Andrew is 21.,Andrew is old.
Andrew,22,young,specified,Andrew's age is 22.,Andrew is young.
Andrew,22,young,nospec,Andrew is 22.,Andrew is young.
Andrew,22,middle aged,specified,Andrew's age is 22.,Andrew is middle aged.
Andrew,22,middle aged,nospec,Andrew is 22.,Andrew is middle aged.
Andrew,22,old,specified,Andrew's age is 22.,Andrew is old.
Andrew,22,old,nospec,Andrew is 22.,Andrew is old.
Andrew,23,young,specified,Andrew's age is 23.,Andrew is young.
Andrew,23,young,nospec,Andrew is 23.,Andrew is young.
Andrew,23,middle aged,specified,Andrew's age is 23.,Andrew is middle aged.
Andrew,23,middle aged,nospec,Andrew is 23.,Andrew is middle aged.
Andrew,23,old,specified,Andrew's age is 23.,Andrew is old.
Andrew,23,old,nospec,Andrew is 23.,Andrew is old.
Andrew,24,young,specified,Andrew's age is 24.,Andrew is young.
Andrew,24,young,nospec,Andrew is 24.,Andrew is young.
Andrew,24,middle aged,specified,Andrew's age is 24.,Andrew is middle aged.
Andrew,24,middle aged,nospec,Andrew is 24.,Andrew is middle aged.
Andrew,24,old,specified,Andrew's age is 24.,Andrew is old.
Andrew,24,old,nospec,Andrew is 24.,Andrew is old.
Andrew,25,young,specified,Andrew's age is 25.,Andrew is young.
Andrew,25,young,nospec,Andrew is 25.,Andrew is young.
Andrew,25,middle aged,specified,Andrew's age is 25.,Andrew is middle aged.
Andrew,25,middle aged,nospec,Andrew is 25.,Andrew is middle aged.
Andrew,25,old,specified,Andrew's age is 25.,Andrew is old.
Andrew,25,old,nospec,Andrew is 25.,Andrew is old.
Andrew,26,young,specified,Andrew's age is 26.,Andrew is young.
Andrew,26,young,nospec,Andrew is 26.,Andrew is young.
Andrew,26,middle aged,specified,Andrew's age is 26.,Andrew is middle aged.
Andrew,26,middle aged,nospec,Andrew is 26.,Andrew is middle aged.
Andrew,26,old,specified,Andrew's age is 26.,Andrew is old.
Andrew,26,old,nospec,Andrew is 26.,Andrew is old.
Andrew,27,young,specified,Andrew's age is 27.,Andrew is young.
Andrew,27,young,nospec,Andrew is 27.,Andrew is young.
Andrew,27,middle aged,specified,Andrew's age is 27.,Andrew is middle aged.
Andrew,27,middle aged,nospec,Andrew is 27.,Andrew is middle aged.
Andrew,27,old,specified,Andrew's age is 27.,Andrew is old.
Andrew,27,old,nospec,Andrew is 27.,Andrew is old.
Andrew,28,young,specified,Andrew's age is 28.,Andrew is young.
Andrew,28,young,nospec,Andrew is 28.,Andrew is young.
Andrew,28,middle aged,specified,Andrew's age is 28.,Andrew is middle aged.
Andrew,28,middle aged,nospec,Andrew is 28.,Andrew is middle aged.
Andrew,28,old,specified,Andrew's age is 28.,Andrew is old.
Andrew,28,old,nospec,Andrew is 28.,Andrew is old.
Andrew,29,young,specified,Andrew's age is 29.,Andrew is young.
Andrew,29,young,nospec,Andrew is 29.,Andrew is young.
Andrew,29,middle aged,specified,Andrew's age is 29.,Andrew is middle aged.
Andrew,29,middle aged,nospec,Andrew is 29.,Andrew is middle aged.
Andrew,29,old,specified,Andrew's age is 29.,Andrew is old.
Andrew,29,old,nospec,Andrew is 29.,Andrew is old.
Andrew,30,young,specified,Andrew's age is 30.,Andrew is young.
Andrew,30,young,nospec,Andrew is 30.,Andrew is young.
Andrew,30,middle aged,specified,Andrew's age is 30.,Andrew is middle aged.
Andrew,30,middle aged,nospec,Andrew is 30.,Andrew is middle aged.
Andrew,30,old,specified,Andrew's age is 30.,Andrew is old.
Andrew,30,old,nospec,Andrew is 30.,Andrew is old.
Andrew,31,young,specified,Andrew's age is 31.,Andrew is young.
Andrew,31,young,nospec,Andrew is 31.,Andrew is young.
Andrew,31,middle aged,specified,Andrew's age is 31.,Andrew is middle aged.
Andrew,31,middle aged,nospec,Andrew is 31.,Andrew is middle aged.
Andrew,31,old,specified,Andrew's age is 31.,Andrew is old.
Andrew,31,old,nospec,Andrew is 31.,Andrew is old.
Andrew,32,young,specified,Andrew's age is 32.,Andrew is young.
Andrew,32,young,nospec,Andrew is 32.,Andrew is young.
Andrew,32,middle aged,specified,Andrew's age is 32.,Andrew is middle aged.
Andrew,32,middle aged,nospec,Andrew is 32.,Andrew is middle aged.
Andrew,32,old,specified,Andrew's age is 32.,Andrew is old.
Andrew,32,old,nospec,Andrew is 32.,Andrew is old.
Andrew,33,young,specified,Andrew's age is 33.,Andrew is young.
Andrew,33,young,nospec,Andrew is 33.,Andrew is young.
Andrew,33,middle aged,specified,Andrew's age is 33.,Andrew is middle aged.
Andrew,33,middle aged,nospec,Andrew is 33.,Andrew is middle aged.
Andrew,33,old,specified,Andrew's age is 33.,Andrew is old.
Andrew,33,old,nospec,Andrew is 33.,Andrew is old.
Andrew,34,young,specified,Andrew's age is 34.,Andrew is young.
Andrew,34,young,nospec,Andrew is 34.,Andrew is young.
Andrew,34,middle aged,specified,Andrew's age is 34.,Andrew is middle aged.
Andrew,34,middle aged,nospec,Andrew is 34.,Andrew is middle aged.
Andrew,34,old,specified,Andrew's age is 34.,Andrew is old.
Andrew,34,old,nospec,Andrew is 34.,Andrew is old.
Andrew,35,young,specified,Andrew's age is 35.,Andrew is young.
Andrew,35,young,nospec,Andrew is 35.,Andrew is young.
Andrew,35,middle aged,specified,Andrew's age is 35.,Andrew is middle aged.
Andrew,35,middle aged,nospec,Andrew is 35.,Andrew is middle aged.
Andrew,35,old,specified,Andrew's age is 35.,Andrew is old.
Andrew,35,old,nospec,Andrew is 35.,Andrew is old.
Andrew,36,young,specified,Andrew's age is 36.,Andrew is young.
Andrew,36,young,nospec,Andrew is 36.,Andrew is young.
Andrew,36,middle aged,specified,Andrew's age is 36.,Andrew is middle aged.
Andrew,36,middle aged,nospec,Andrew is 36.,Andrew is middle aged.
Andrew,36,old,specified,Andrew's age is 36.,Andrew is old.
Andrew,36,old,nospec,Andrew is 36.,Andrew is old.
Andrew,37,young,specified,Andrew's age is 37.,Andrew is young.
Andrew,37,young,nospec,Andrew is 37.,Andrew is young.
Andrew,37,middle aged,specified,Andrew's age is 37.,Andrew is middle aged.
Andrew,37,middle aged,nospec,Andrew is 37.,Andrew is middle aged.
Andrew,37,old,specified,Andrew's age is 37.,Andrew is old.
Andrew,37,old,nospec,Andrew is 37.,Andrew is old.
Andrew,38,young,specified,Andrew's age is 38.,Andrew is young.
Andrew,38,young,nospec,Andrew is 38.,Andrew is young.
Andrew,38,middle aged,specified,Andrew's age is 38.,Andrew is middle aged.
Andrew,38,middle aged,nospec,Andrew is 38.,Andrew is middle aged.
Andrew,38,old,specified,Andrew's age is 38.,Andrew is old.
Andrew,38,old,nospec,Andrew is 38.,Andrew is old.
Andrew,39,young,specified,Andrew's age is 39.,Andrew is young.
Andrew,39,young,nospec,Andrew is 39.,Andrew is young.
Andrew,39,middle aged,specified,Andrew's age is 39.,Andrew is middle aged.
Andrew,39,middle aged,nospec,Andrew is 39.,Andrew is middle aged.
Andrew,39,old,specified,Andrew's age is 39.,Andrew is old.
Andrew,39,old,nospec,Andrew is 39.,Andrew is old.
Andrew,40,young,specified,Andrew's age is 40.,Andrew is young.
Andrew,40,young,nospec,Andrew is 40.,Andrew is young.
Andrew,40,middle aged,specified,Andrew's age is 40.,Andrew is middle aged.
Andrew,40,middle aged,nospec,Andrew is 40.,Andrew is middle aged.
Andrew,40,old,specified,Andrew's age is 40.,Andrew is old.
Andrew,40,old,nospec,Andrew is 40.,Andrew is old.
Andrew,41,young,specified,Andrew's age is 41.,Andrew is young.
Andrew,41,young,nospec,Andrew is 41.,Andrew is young.
Andrew,41,middle aged,specified,Andrew's age is 41.,Andrew is middle aged.
Andrew,41,middle aged,nospec,Andrew is 41.,Andrew is middle aged.
Andrew,41,old,specified,Andrew's age is 41.,Andrew is old.
Andrew,41,old,nospec,Andrew is 41.,Andrew is old.
Andrew,42,young,specified,Andrew's age is 42.,Andrew is young.
Andrew,42,young,nospec,Andrew is 42.,Andrew is young.
Andrew,42,middle aged,specified,Andrew's age is 42.,Andrew is middle aged.
Andrew,42,middle aged,nospec,Andrew is 42.,Andrew is middle aged.
Andrew,42,old,specified,Andrew's age is 42.,Andrew is old.
Andrew,42,old,nospec,Andrew is 42.,Andrew is old.
Andrew,43,young,specified,Andrew's age is 43.,Andrew is young.
Andrew,43,young,nospec,Andrew is 43.,Andrew is young.
Andrew,43,middle aged,specified,Andrew's age is 43.,Andrew is middle aged.
Andrew,43,middle aged,nospec,Andrew is 43.,Andrew is middle aged.
Andrew,43,old,specified,Andrew's age is 43.,Andrew is old.
Andrew,43,old,nospec,Andrew is 43.,Andrew is old.
Andrew,44,young,specified,Andrew's age is 44.,Andrew is young.
Andrew,44,young,nospec,Andrew is 44.,Andrew is young.
Andrew,44,middle aged,specified,Andrew's age is 44.,Andrew is middle aged.
Andrew,44,middle aged,nospec,Andrew is 44.,Andrew is middle aged.
Andrew,44,old,specified,Andrew's age is 44.,Andrew is old.
Andrew,44,old,nospec,Andrew is 44.,Andrew is old.
Andrew,45,young,specified,Andrew's age is 45.,Andrew is young.
Andrew,45,young,nospec,Andrew is 45.,Andrew is young.
Andrew,45,middle aged,specified,Andrew's age is 45.,Andrew is middle aged.
Andrew,45,middle aged,nospec,Andrew is 45.,Andrew is middle aged.
Andrew,45,old,specified,Andrew's age is 45.,Andrew is old.
Andrew,45,old,nospec,Andrew is 45.,Andrew is old.
Andrew,46,young,specified,Andrew's age is 46.,Andrew is young.
Andrew,46,young,nospec,Andrew is 46.,Andrew is young.
Andrew,46,middle aged,specified,Andrew's age is 46.,Andrew is middle aged.
Andrew,46,middle aged,nospec,Andrew is 46.,Andrew is middle aged.
Andrew,46,old,specified,Andrew's age is 46.,Andrew is old.
Andrew,46,old,nospec,Andrew is 46.,Andrew is old.
Andrew,47,young,specified,Andrew's age is 47.,Andrew is young.
Andrew,47,young,nospec,Andrew is 47.,Andrew is young.
Andrew,47,middle aged,specified,Andrew's age is 47.,Andrew is middle aged.
Andrew,47,middle aged,nospec,Andrew is 47.,Andrew is middle aged.
Andrew,47,old,specified,Andrew's age is 47.,Andrew is old.
Andrew,47,old,nospec,Andrew is 47.,Andrew is old.
Andrew,48,young,specified,Andrew's age is 48.,Andrew is young.
Andrew,48,young,nospec,Andrew is 48.,Andrew is young.
Andrew,48,middle aged,specified,Andrew's age is 48.,Andrew is middle aged.
Andrew,48,middle aged,nospec,Andrew is 48.,Andrew is middle aged.
Andrew,48,old,specified,Andrew's age is 48.,Andrew is old.
Andrew,48,old,nospec,Andrew is 48.,Andrew is old.
Andrew,49,young,specified,Andrew's age is 49.,Andrew is young.
Andrew,49,young,nospec,Andrew is 49.,Andrew is young.
Andrew,49,middle aged,specified,Andrew's age is 49.,Andrew is middle aged.
Andrew,49,middle aged,nospec,Andrew is 49.,Andrew is middle aged.
Andrew,49,old,specified,Andrew's age is 49.,Andrew is old.
Andrew,49,old,nospec,Andrew is 49.,Andrew is old.
Andrew,50,young,specified,Andrew's age is 50.,Andrew is young.
Andrew,50,young,nospec,Andrew is 50.,Andrew is young.
Andrew,50,middle aged,specified,Andrew's age is 50.,Andrew is middle aged.
Andrew,50,middle aged,nospec,Andrew is 50.,Andrew is middle aged.
Andrew,50,old,specified,Andrew's age is 50.,Andrew is old.
Andrew,50,old,nospec,Andrew is 50.,Andrew is old.
Andrew,51,young,specified,Andrew's age is 51.,Andrew is young.
Andrew,51,young,nospec,Andrew is 51.,Andrew is young.
Andrew,51,middle aged,specified,Andrew's age is 51.,Andrew is middle aged.
Andrew,51,middle aged,nospec,Andrew is 51.,Andrew is middle aged.
Andrew,51,old,specified,Andrew's age is 51.,Andrew is old.
Andrew,51,old,nospec,Andrew is 51.,Andrew is old.
Andrew,52,young,specified,Andrew's age is 52.,Andrew is young.
