location,temperature,categories,premise,hypothesis
in the living room,-3,cold,It is cold in the living room.,It is -3 degrees celsius in the living room.
in the living room,-3,cool,It is cool in the living room.,It is -3 degrees celsius in the living room.
in the living room,-3,warm,It is warm in the living room.,It is -3 degrees celsius in the living room.
in the living room,-3,hot,It is hot in the living room.,It is -3 degrees celsius in the living room.
in the living room,-2,freezing,It is freezing in the living room.,It is -2 degrees celsius in the living room.
in the living room,-2,cold,It is cold in the living room.,It is -2 degrees celsius in the living room.
in the living room,-2,cool,It is cool in the living room.,It is -2 degrees celsius in the living room.
in the living room,-2,warm,It is warm in the living room.,It is -2 degrees celsius in the living room.
in the living room,-2,hot,It is hot in the living room.,It is -2 degrees celsius in the living room.
in the living room,-1,freezing,It is freezing in the living room.,It is -1 degrees celsius in the living room.
in the living room,-1,cold,It is cold in the living room.,It is -1 degrees celsius in the living room.
in the living room,-1,cool,It is cool in the living room.,It is -1 degrees celsius in the living room.
in the living room,-1,warm,It is warm in the living room.,It is -1 degrees celsius in the living room.
in the living room,-1,hot,It is hot in the living room.,It is -1 degrees celsius in the living room.
in the living room,0,freezing,It is freezing in the living room.,It is 0 degrees celsius in the living room.
in the living room,0,cold,It is cold in the living room.,It is 0 degrees celsius in the living room.
in the living room,0,cool,It is cool in the living room.,It is 0 degrees celsius in the living room.
in the living room,0,warm,It is warm in the living room.,It is 0 degrees celsius in the living room.
in the living room,0,hot,It is hot in the living room.,It is 0 degrees celsius in the living room.
in the living room,1,freezing,It is freezing in the living room.,It is 1 degrees celsius in the living room.
in the living room,1,cold,It is cold in the living room.,It is 1 degrees celsius in the living room.
in the living room,1,cool,It is cool in the living room.,It is 1 degrees celsius in the living room.
in the living room,1,warm,It is warm in the living room.,It is 1 degrees celsius in the living room.
in the living room,1,hot,It is hot in the living room.,It is 1 degrees celsius in the living room.
in the living room,2,freezing,It is freezing in the living room.,It is 2 degrees celsius in the living room.
in the living room,2,cold,It is cold in the living room.,It is 2 degrees celsius in the living room.
in the living room,2,cool,It is cool in the living room.,It is 2 degrees celsius in the living room.
in the living room,2,warm,It is warm in the living room.,It is 2 degrees celsius in the living room.
in the living room,2,hot,It is hot in the living room.,It is 2 degrees celsius in the living room.
in the living room,3,freezing,It is freezing in the living room.,It is 3 degrees celsius in the living room.
in the living room,3,cold,It is cold in the living room.,It is 3 degrees celsius in the living room.
in the living room,3,cool,It is cool in the living room.,It is 3 degrees celsius in the living room.
in the living room,3,warm,It is warm in the living room.,It is 3 degrees celsius in the living room.
in the living room,3,hot,It is hot in the living room.,It is 3 degrees celsius in the living room.
in the living room,4,freezing,It is freezing in the living room.,It is 4 degrees celsius in the living room.
in the living room,4,cold,It is cold in the living room.,It is 4 degrees celsius in the living room.
in the living room,4,cool,It is cool in the living room.,It is 4 degrees celsius in the living room.
in the living room,4,warm,It is warm in the living room.,It is 4 degrees celsius in the living room.
in the living room,4,hot,It is hot in the living room.,It is 4 degrees celsius in the living room.
in the living room,5,freezing,It is freezing in the living room.,It is 5 degrees celsius in the living room.
in the living room,5,cold,It is cold in the living room.,It is 5 degrees celsius in the living room.
in the living room,5,cool,It is cool in the living room.,It is 5 degrees celsius in the living room.
in the living room,5,warm,It is warm in the living room.,It is 5 degrees celsius in the living room.
in the living room,5,hot,It is hot in the living room.,It is 5 degrees celsius in the living room.
in the living room,6,freezing,It is freezing in the living room.,It is 6 degrees celsius in the living room.
in the living room,6,cold,It is cold in the living room.,It is 6 degrees celsius in the living room.
in the living room,6,cool,It is cool in the living room.,It is 6 degrees celsius in the living room.
in the living room,6,warm,It is warm in the living room.,It is 6 degrees celsius in the living room.
in the living room,6,hot,It is hot in the living room.,It is 6 degrees celsius in the living room.
in the living room,7,freezing,It is freezing in the living room.,It is 7 degrees celsius in the living room.
in the living room,7,cold,It is cold in the living room.,It is 7 degrees celsius in the living room.
in the living room,7,cool,It is cool in the living room.,It is 7 degrees celsius in the living room.
in the living room,7,warm,It is warm in the living room.,It is 7 degrees celsius in the living room.
in the living room,7,hot,It is hot in the living room.,It is 7 degrees celsius in the living room.
in the living room,8,freezing,It is freezing in the living room.,It is 8 degrees celsius in the living room.
in the living room,8,cold,It is cold in the living room.,It is 8 degrees celsius in the living room.
in the living room,8,cool,It is cool in the living room.,It is 8 degrees celsius in the living room.
in the living room,8,warm,It is warm in the living room.,It is 8 degrees celsius in the living room.
in the living room,8,hot,It is hot in the living room.,It is 8 degrees celsius in the living room.
in the living room,9,freezing,It is freezing in the living room.,It is 9 degrees celsius in the living room.
in the living room,9,cold,It is cold in the living room.,It is 9 degrees celsius in the living room.
in the living room,9,cool,It is cool in the living room.,It is 9 degrees celsius in the living room.
in the living room,9,warm,It is warm in the living room.,It is 9 degrees celsius in the living room.
in the living room,9,hot,It is hot in the living room.,It is 9 degrees celsius in the living room.
in the living room,10,freezing,It is freezing in the living room.,It is 10 degrees celsius in the living room.
in the living room,10,cold,It is cold in the living room.,It is 10 degrees celsius in the living room.
in the living room,10,cool,It is cool in the living room.,It is 10 degrees celsius in the living room.
in the living room,10,warm,It is warm in the living room.,It is 10 degrees celsius in the living room.
in the living room,10,hot,It is hot in the living room.,It is 10 degrees celsius in the living room.
in the living room,11,freezing,It is freezing in the living room.,It is 11 degrees celsius in the living room.
in the living room,11,cold,It is cold in the living room.,It is 11 degrees celsius in the living room.
in the living room,11,cool,It is cool in the living room.,It is 11 degrees celsius in the living room.
in the living room,11,warm,It is warm in the living room.,It is 11 degrees celsius in the living room.
in the living room,11,hot,It is hot in the living room.,It is 11 degrees celsius in the living room.
in the living room,12,freezing,It is freezing in the living room.,It is 12 degrees celsius in the living room.
in the living room,12,cold,It is cold in the living room.,It is 12 degrees celsius in the living room.
in the living room,12,cool,It is cool in the living room.,It is 12 degrees celsius in the living room.
in the living room,12,warm,It is warm in the living room.,It is 12 degrees celsius in the living room.
in the living room,12,hot,It is hot in the living room.,It is 12 degrees celsius in the living room.
in the living room,13,freezing,It is freezing in the living room.,It is 13 degrees celsius in the living room.
in the living room,13,cold,It is cold in the living room.,It is 13 degrees celsius in the living room.
in the living room,13,cool,It is cool in the living room.,It is 13 degrees celsius in the living room.
in the living room,13,warm,It is warm in the living room.,It is 13 degrees celsius in the living room.
in the living room,13,hot,It is hot in the living room.,It is 13 degrees celsius in the living room.
in the living room,14,freezing,It is freezing in the living room.,It is 14 degrees celsius in the living room.
in the living room,14,cold,It is cold in the living room.,It is 14 degrees celsius in the living room.
in the living room,14,cool,It is cool in the living room.,It is 14 degrees celsius in the living room.
in the living room,14,warm,It is warm in the living room.,It is 14 degrees celsius in the living room.
in the living room,14,hot,It is hot in the living room.,It is 14 degrees celsius in the living room.
in the living room,15,freezing,It is freezing in the living room.,It is 15 degrees celsius in the living room.
in the living room,15,cold,It is cold in the living room.,It is 15 degrees celsius in the living room.
in the living room,15,cool,It is cool in the living room.,It is 15 degrees celsius in the living room.
in the living room,15,warm,It is warm in the living room.,It is 15 degrees celsius in the living room.
in the living room,15,hot,It is hot in the living room.,It is 15 degrees celsius in the living room.
in the living room,16,freezing,It is freezing in the living room.,It is 16 degrees celsius in the living room.
in the living room,16,cold,It is cold in the living room.,It is 16 degrees celsius in the living room.
in the living room,16,cool,It is cool in the living room.,It is 16 degrees celsius in the living room.
in the living room,16,warm,It is warm in the living room.,It is 16 degrees celsius in the living room.
in the living room,16,hot,It is hot in the living room.,It is 16 degrees celsius in the living room.
in the living room,17,freezing,It is freezing in the living room.,It is 17 degrees celsius in the living room.
in the living room,17,cold,It is cold in the living room.,It is 17 degrees celsius in the living room.
in the living room,17,cool,It is cool in the living room.,It is 17 degrees celsius in the living room.
in the living room,17,warm,It is warm in the living room.,It is 17 degrees celsius in the living room.
in the living room,17,hot,It is hot in the living room.,It is 17 degrees celsius in the living room.
in the living room,18,freezing,It is freezing in the living room.,It is 18 degrees celsius in the living room.
in the living room,18,cold,It is cold in the living room.,It is 18 degrees celsius in the living room.
in the living room,18,cool,It is cool in the living room.,It is 18 degrees celsius in the living room.
in the living room,18,warm,It is warm in the living room.,It is 18 degrees celsius in the living room.
in the living room,18,hot,It is hot in the living room.,It is 18 degrees celsius in the living room.
in the living room,19,freezing,It is freezing in the living room.,It is 19 degrees celsius in the living room.
in the living room,19,cold,It is cold in the living room.,It is 19 degrees celsius in the living room.
in the living room,19,cool,It is cool in the living room.,It is 19 degrees celsius in the living room.
in the living room,19,warm,It is warm in the living room.,It is 19 degrees celsius in the living room.
in the living room,19,hot,It is hot in the living room.,It is 19 degrees celsius in the living room.
in the living room,20,freezing,It is freezing in the living room.,It is 20 degrees celsius in the living room.
in the living room,20,cold,It is cold in the living room.,It is 20 degrees celsius in the living room.
in the living room,20,cool,It is cool in the living room.,It is 20 degrees celsius in the living room.
in the living room,20,warm,It is warm in the living room.,It is 20 degrees celsius in the living room.
in the living room,20,hot,It is hot in the living room.,It is 20 degrees celsius in the living room.
in the living room,21,freezing,It is freezing in the living room.,It is 21 degrees celsius in the living room.
in the living room,21,cold,It is cold in the living room.,It is 21 degrees celsius in the living room.
in the living room,21,cool,It is cool in the living room.,It is 21 degrees celsius in the living room.
in the living room,21,warm,It is warm in the living room.,It is 21 degrees celsius in the living room.
in the living room,21,hot,It is hot in the living room.,It is 21 degrees celsius in the living room.
in the living room,22,freezing,It is freezing in the living room.,It is 22 degrees celsius in the living room.
in the living room,22,cold,It is cold in the living room.,It is 22 degrees celsius in the living room.
in the living room,22,cool,It is cool in the living room.,It is 22 degrees celsius in the living room.
in the living room,22,warm,It is warm in the living room.,It is 22 degrees celsius in the living room.
in the living room,22,hot,It is hot in the living room.,It is 22 degrees celsius in the living room.
in the living room,23,freezing,It is freezing in the living room.,It is 23 degrees celsius in the living room.
in the living room,23,cold,It is cold in the living room.,It is 23 degrees celsius in the living room.
in the living room,23,cool,It is cool in the living room.,It is 23 degrees celsius in the living room.
in the living room,23,warm,It is warm in the living room.,It is 23 degrees celsius in the living room.
in the living room,23,hot,It is hot in the living room.,It is 23 degrees celsius in the living room.
in the living room,24,freezing,It is freezing in the living room.,It is 24 degrees celsius in the living room.
in the living room,24,cold,It is cold in the living room.,It is 24 degrees celsius in the living room.
in the living room,24,cool,It is cool in the living room.,It is 24 degrees celsius in the living room.
in the living room,24,warm,It is warm in the living room.,It is 24 degrees celsius in the living room.
in the living room,24,hot,It is hot in the living room.,It is 24 degrees celsius in the living room.
in the living room,25,freezing,It is freezing in the living room.,It is 25 degrees celsius in the living room.
in the living room,25,cold,It is cold in the living room.,It is 25 degrees celsius in the living room.
in the living room,25,cool,It is cool in the living room.,It is 25 degrees celsius in the living room.
in the living room,25,warm,It is warm in the living room.,It is 25 degrees celsius in the living room.
in the living room,25,hot,It is hot in the living room.,It is 25 degrees celsius in the living room.
in the living room,26,freezing,It is freezing in the living room.,It is 26 degrees celsius in the living room.
in the living room,26,cold,It is cold in the living room.,It is 26 degrees celsius in the living room.
in the living room,26,cool,It is cool in the living room.,It is 26 degrees celsius in the living room.
in the living room,26,warm,It is warm in the living room.,It is 26 degrees celsius in the living room.
in the living room,26,hot,It is hot in the living room.,It is 26 degrees celsius in the living room.
in the living room,27,freezing,It is freezing in the living room.,It is 27 degrees celsius in the living room.
in the living room,27,cold,It is cold in the living room.,It is 27 degrees celsius in the living room.
in the living room,27,cool,It is cool in the living room.,It is 27 degrees celsius in the living room.
in the living room,27,warm,It is warm in the living room.,It is 27 degrees celsius in the living room.
in the living room,27,hot,It is hot in the living room.,It is 27 degrees celsius in the living room.
in the living room,28,freezing,It is freezing in the living room.,It is 28 degrees celsius in the living room.
in the living room,28,cold,It is cold in the living room.,It is 28 degrees celsius in the living room.
in the living room,28,cool,It is cool in the living room.,It is 28 degrees celsius in the living room.
in the living room,28,warm,It is warm in the living room.,It is 28 degrees celsius in the living room.
in the living room,28,hot,It is hot in the living room.,It is 28 degrees celsius in the living room.
in the living room,29,freezing,It is freezing in the living room.,It is 29 degrees celsius in the living room.
in the living room,29,cold,It is cold in the living room.,It is 29 degrees celsius in the living room.
in the living room,29,cool,It is cool in the living room.,It is 29 degrees celsius in the living room.
in the living room,29,warm,It is warm in the living room.,It is 29 degrees celsius in the living room.
in the living room,29,hot,It is hot in the living room.,It is 29 degrees celsius in the living room.
in the living room,30,freezing,It is freezing in the living room.,It is 30 degrees celsius in the living room.
in the living room,30,cold,It is cold in the living room.,It is 30 degrees celsius in the living room.
in the living room,30,cool,It is cool in the living room.,It is 30 degrees celsius in the living room.
in the living room,30,warm,It is warm in the living room.,It is 30 degrees celsius in the living room.
in the living room,30,hot,It is hot in the living room.,It is 30 degrees celsius in the living room.
in the living room,31,freezing,It is freezing in the living room.,It is 31 degrees celsius in the living room.
in the living room,31,cold,It is cold in the living room.,It is 31 degrees celsius in the living room.
in the living room,31,cool,It is cool in the living room.,It is 31 degrees celsius in the living room.
in the living room,31,warm,It is warm in the living room.,It is 31 degrees celsius in the living room.
in the living room,31,hot,It is hot in the living room.,It is 31 degrees celsius in the living room.
in the living room,32,freezing,It is freezing in the living room.,It is 32 degrees celsius in the living room.
in the living room,32,cold,It is cold in the living room.,It is 32 degrees celsius in the living room.
in the living room,32,cool,It is cool in the living room.,It is 32 degrees celsius in the living room.
in the living room,32,warm,It is warm in the living room.,It is 32 degrees celsius in the living room.
in the living room,32,hot,It is hot in the living room.,It is 32 degrees celsius in the living room.
in the living room,33,freezing,It is freezing in the living room.,It is 33 degrees celsius in the living room.
in the living room,33,cold,It is cold in the living room.,It is 33 degrees celsius in the living room.
in the living room,33,cool,It is cool in the living room.,It is 33 degrees celsius in the living room.
in the living room,33,warm,It is warm in the living room.,It is 33 degrees celsius in the living room.
in the living room,33,hot,It is hot in the living room.,It is 33 degrees celsius in the living room.
in the living room,34,freezing,It is freezing in the living room.,It is 34 degrees celsius in the living room.
in the living room,34,cold,It is cold in the living room.,It is 34 degrees celsius in the living room.
in the living room,34,cool,It is cool in the living room.,It is 34 degrees celsius in the living room.
in the living room,34,warm,It is warm in the living room.,It is 34 degrees celsius in the living room.
in the living room,34,hot,It is hot in the living room.,It is 34 degrees celsius in the living room.
in the living room,35,freezing,It is freezing in the living room.,It is 35 degrees celsius in the living room.
in the living room,35,cold,It is cold in the living room.,It is 35 degrees celsius in the living room.
in the living room,35,cool,It is cool in the living room.,It is 35 degrees celsius in the living room.
in the living room,35,warm,It is warm in the living room.,It is 35 degrees celsius in the living room.
in the living room,35,hot,It is hot in the living room.,It is 35 degrees celsius in the living room.
in the living room,36,freezing,It is freezing in the living room.,It is 36 degrees celsius in the living room.
in the living room,36,cold,It is cold in the living room.,It is 36 degrees celsius in the living room.
in the living room,36,cool,It is cool in the living room.,It is 36 degrees celsius in the living room.
in the living room,36,warm,It is warm in the living room.,It is 36 degrees celsius in the living room.
in the living room,36,hot,It is hot in the living room.,It is 36 degrees celsius in the living room.
in the living room,37,freezing,It is freezing in the living room.,It is 37 degrees celsius in the living room.
in the living room,37,cold,It is cold in the living room.,It is 37 degrees celsius in the living room.
in the living room,37,cool,It is cool in the living room.,It is 37 degrees celsius in the living room.
in the living room,37,warm,It is warm in the living room.,It is 37 degrees celsius in the living room.
in the living room,37,hot,It is hot in the living room.,It is 37 degrees celsius in the living room.
in the living room,38,freezing,It is freezing in the living room.,It is 38 degrees celsius in the living room.
in the living room,38,cold,It is cold in the living room.,It is 38 degrees celsius in the living room.
in the living room,38,cool,It is cool in the living room.,It is 38 degrees celsius in the living room.
in the living room,38,warm,It is warm in the living room.,It is 38 degrees celsius in the living room.
in the living room,38,hot,It is hot in the living room.,It is 38 degrees celsius in the living room.
in the living room,39,freezing,It is freezing in the living room.,It is 39 degrees celsius in the living room.
in the living room,39,cold,It is cold in the living room.,It is 39 degrees celsius in the living room.
in the living room,39,cool,It is cool in the living room.,It is 39 degrees celsius in the living room.
in the living room,39,warm,It is warm in the living room.,It is 39 degrees celsius in the living room.
in the living room,39,hot,It is hot in the living room.,It is 39 degrees celsius in the living room.
in the living room,40,freezing,It is freezing in the living room.,It is 40 degrees celsius in the living room.
in the living room,40,cold,It is cold in the living room.,It is 40 degrees celsius in the living room.
in the living room,40,cool,It is cool in the living room.,It is 40 degrees celsius in the living room.
in the living room,40,warm,It is warm in the living room.,It is 40 degrees celsius in the living room.
in the living room,40,hot,It is hot in the living room.,It is 40 degrees celsius in the living room.
in the living room,41,freezing,It is freezing in the living room.,It is 41 degrees celsius in the living room.
in the living room,41,cold,It is cold in the living room.,It is 41 degrees celsius in the living room.
in the living room,41,cool,It is cool in the living room.,It is 41 degrees celsius in the living room.
in the living room,41,warm,It is warm in the living room.,It is 41 degrees celsius in the living room.
in the living room,41,hot,It is hot in the living room.,It is 41 degrees celsius in the living room.
in the living room,42,freezing,It is freezing in the living room.,It is 42 degrees celsius in the living room.
in the living room,42,cold,It is cold in the living room.,It is 42 degrees celsius in the living room.
in the living room,42,cool,It is cool in the living room.,It is 42 degrees celsius in the living room.
in the living room,42,warm,It is warm in the living room.,It is 42 degrees celsius in the living room.
in the living room,42,hot,It is hot in the living room.,It is 42 degrees celsius in the living room.
in the living room,43,freezing,It is freezing in the living room.,It is 43 degrees celsius in the living room.
in the living room,43,cold,It is cold in the living room.,It is 43 degrees celsius in the living room.
in the living room,43,cool,It is cool in the living room.,It is 43 degrees celsius in the living room.
in the living room,43,warm,It is warm in the living room.,It is 43 degrees celsius in the living room.
in the living room,43,hot,It is hot in the living room.,It is 43 degrees celsius in the living room.
in the living room,44,freezing,It is freezing in the living room.,It is 44 degrees celsius in the living room.
in the living room,44,cold,It is cold in the living room.,It is 44 degrees celsius in the living room.
in the living room,44,cool,It is cool in the living room.,It is 44 degrees celsius in the living room.
in the living room,44,warm,It is warm in the living room.,It is 44 degrees celsius in the living room.
in the living room,44,hot,It is hot in the living room.,It is 44 degrees celsius in the living room.
in the living room,45,freezing,It is freezing in the living room.,It is 45 degrees celsius in the living room.
in the living room,45,cold,It is cold in the living room.,It is 45 degrees celsius in the living room.
in the living room,45,cool,It is cool in the living room.,It is 45 degrees celsius in the living room.
in the living room,45,warm,It is warm in the living room.,It is 45 degrees celsius in the living room.
in the living room,45,hot,It is hot in the living room.,It is 45 degrees celsius in the living room.
in the living room,46,freezing,It is freezing in the living room.,It is 46 degrees celsius in the living room.
in the living room,46,cold,It is cold in the living room.,It is 46 degrees celsius in the living room.
in the living room,46,cool,It is cool in the living room.,It is 46 degrees celsius in the living room.
in the living room,46,warm,It is warm in the living room.,It is 46 degrees celsius in the living room.
in the living room,46,hot,It is hot in the living room.,It is 46 degrees celsius in the living room.
in the living room,47,freezing,It is freezing in the living room.,It is 47 degrees celsius in the living room.
in the living room,47,cold,It is cold in the living room.,It is 47 degrees celsius in the living room.
in the living room,47,cool,It is cool in the living room.,It is 47 degrees celsius in the living room.
in the living room,47,warm,It is warm in the living room.,It is 47 degrees celsius in the living room.
in the living room,47,hot,It is hot in the living room.,It is 47 degrees celsius in the living room.
in the living room,48,freezing,It is freezing in the living room.,It is 48 degrees celsius in the living room.
in the living room,48,cold,It is cold in the living room.,It is 48 degrees celsius in the living room.
in the living room,48,cool,It is cool in the living room.,It is 48 degrees celsius in the living room.
in the living room,48,warm,It is warm in the living room.,It is 48 degrees celsius in the living room.
in the living room,48,hot,It is hot in the living room.,It is 48 degrees celsius in the living room.
in the living room,49,freezing,It is freezing in the living room.,It is 49 degrees celsius in the living room.
in the living room,49,cold,It is cold in the living room.,It is 49 degrees celsius in the living room.
in the living room,49,cool,It is cool in the living room.,It is 49 degrees celsius in the living room.
in the living room,49,warm,It is warm in the living room.,It is 49 degrees celsius in the living room.
in the living room,49,hot,It is hot in the living room.,It is 49 degrees celsius in the living room.
in the living room,50,freezing,It is freezing in the living room.,It is 50 degrees celsius in the living room.
in the living room,50,cold,It is cold in the living room.,It is 50 degrees celsius in the living room.
in the living room,50,cool,It is cool in the living room.,It is 50 degrees celsius in the living room.
in the living room,50,warm,It is warm in the living room.,It is 50 degrees celsius in the living room.
in the living room,50,hot,It is hot in the living room.,It is 50 degrees celsius in the living room.
in the basement,-50,freezing,It is freezing in the basement.,It is -50 degrees celsius in the basement.
in the basement,-50,cold,It is cold in the basement.,It is -50 degrees celsius in the basement.
in the basement,-50,cool,It is cool in the basement.,It is -50 degrees celsius in the basement.
in the basement,-50,warm,It is warm in the basement.,It is -50 degrees celsius in the basement.
in the basement,-50,hot,It is hot in the basement.,It is -50 degrees celsius in the basement.
in the basement,-49,freezing,It is freezing in the basement.,It is -49 degrees celsius in the basement.
in the basement,-49,cold,It is cold in the basement.,It is -49 degrees celsius in the basement.
in the basement,-49,cool,It is cool in the basement.,It is -49 degrees celsius in the basement.
in the basement,-49,warm,It is warm in the basement.,It is -49 degrees celsius in the basement.
in the basement,-49,hot,It is hot in the basement.,It is -49 degrees celsius in the basement.
in the basement,-48,freezing,It is freezing in the basement.,It is -48 degrees celsius in the basement.
in the basement,-48,cold,It is cold in the basement.,It is -48 degrees celsius in the basement.
in the basement,-48,cool,It is cool in the basement.,It is -48 degrees celsius in the basement.
in the basement,-48,warm,It is warm in the basement.,It is -48 degrees celsius in the basement.
in the basement,-48,hot,It is hot in the basement.,It is -48 degrees celsius in the basement.
in the basement,-47,freezing,It is freezing in the basement.,It is -47 degrees celsius in the basement.
in the basement,-47,cold,It is cold in the basement.,It is -47 degrees celsius in the basement.
in the basement,-47,cool,It is cool in the basement.,It is -47 degrees celsius in the basement.
in the basement,-47,warm,It is warm in the basement.,It is -47 degrees celsius in the basement.
in the basement,-47,hot,It is hot in the basement.,It is -47 degrees celsius in the basement.
in the basement,-46,freezing,It is freezing in the basement.,It is -46 degrees celsius in the basement.
in the basement,-46,cold,It is cold in the basement.,It is -46 degrees celsius in the basement.
in the basement,-46,cool,It is cool in the basement.,It is -46 degrees celsius in the basement.
in the basement,-46,warm,It is warm in the basement.,It is -46 degrees celsius in the basement.
in the basement,-46,hot,It is hot in the basement.,It is -46 degrees celsius in the basement.
in the basement,-45,freezing,It is freezing in the basement.,It is -45 degrees celsius in the basement.
in the basement,-45,cold,It is cold in the basement.,It is -45 degrees celsius in the basement.
in the basement,-45,cool,It is cool in the basement.,It is -45 degrees celsius in the basement.
in the basement,-45,warm,It is warm in the basement.,It is -45 degrees celsius in the basement.
in the basement,-45,hot,It is hot in the basement.,It is -45 degrees celsius in the basement.
in the basement,-44,freezing,It is freezing in the basement.,It is -44 degrees celsius in the basement.
in the basement,-44,cold,It is cold in the basement.,It is -44 degrees celsius in the basement.
in the basement,-44,cool,It is cool in the basement.,It is -44 degrees celsius in the basement.
in the basement,-44,warm,It is warm in the basement.,It is -44 degrees celsius in the basement.
in the basement,-44,hot,It is hot in the basement.,It is -44 degrees celsius in the basement.
in the basement,-43,freezing,It is freezing in the basement.,It is -43 degrees celsius in the basement.
in the basement,-43,cold,It is cold in the basement.,It is -43 degrees celsius in the basement.
in the basement,-43,cool,It is cool in the basement.,It is -43 degrees celsius in the basement.
in the basement,-43,warm,It is warm in the basement.,It is -43 degrees celsius in the basement.
in the basement,-43,hot,It is hot in the basement.,It is -43 degrees celsius in the basement.
in the basement,-42,freezing,It is freezing in the basement.,It is -42 degrees celsius in the basement.
in the basement,-42,cold,It is cold in the basement.,It is -42 degrees celsius in the basement.
in the basement,-42,cool,It is cool in the basement.,It is -42 degrees celsius in the basement.
in the basement,-42,warm,It is warm in the basement.,It is -42 degrees celsius in the basement.
in the basement,-42,hot,It is hot in the basement.,It is -42 degrees celsius in the basement.
in the basement,-41,freezing,It is freezing in the basement.,It is -41 degrees celsius in the basement.
in the basement,-41,cold,It is cold in the basement.,It is -41 degrees celsius in the basement.
in the basement,-41,cool,It is cool in the basement.,It is -41 degrees celsius in the basement.
in the basement,-41,warm,It is warm in the basement.,It is -41 degrees celsius in the basement.
in the basement,-41,hot,It is hot in the basement.,It is -41 degrees celsius in the basement.
in the basement,-40,freezing,It is freezing in the basement.,It is -40 degrees celsius in the basement.
in the basement,-40,cold,It is cold in the basement.,It is -40 degrees celsius in the basement.
in the basement,-40,cool,It is cool in the basement.,It is -40 degrees celsius in the basement.
in the basement,-40,warm,It is warm in the basement.,It is -40 degrees celsius in the basement.
in the basement,-40,hot,It is hot in the basement.,It is -40 degrees celsius in the basement.
in the basement,-39,freezing,It is freezing in the basement.,It is -39 degrees celsius in the basement.
in the basement,-39,cold,It is cold in the basement.,It is -39 degrees celsius in the basement.
in the basement,-39,cool,It is cool in the basement.,It is -39 degrees celsius in the basement.
in the basement,-39,warm,It is warm in the basement.,It is -39 degrees celsius in the basement.
in the basement,-39,hot,It is hot in the basement.,It is -39 degrees celsius in the basement.
in the basement,-38,freezing,It is freezing in the basement.,It is -38 degrees celsius in the basement.
in the basement,-38,cold,It is cold in the basement.,It is -38 degrees celsius in the basement.
in the basement,-38,cool,It is cool in the basement.,It is -38 degrees celsius in the basement.
in the basement,-38,warm,It is warm in the basement.,It is -38 degrees celsius in the basement.
in the basement,-38,hot,It is hot in the basement.,It is -38 degrees celsius in the basement.
in the basement,-37,freezing,It is freezing in the basement.,It is -37 degrees celsius in the basement.
in the basement,-37,cold,It is cold in the basement.,It is -37 degrees celsius in the basement.
in the basement,-37,cool,It is cool in the basement.,It is -37 degrees celsius in the basement.
in the basement,-37,warm,It is warm in the basement.,It is -37 degrees celsius in the basement.
in the basement,-37,hot,It is hot in the basement.,It is -37 degrees celsius in the basement.
in the basement,-36,freezing,It is freezing in the basement.,It is -36 degrees celsius in the basement.
in the basement,-36,cold,It is cold in the basement.,It is -36 degrees celsius in the basement.
in the basement,-36,cool,It is cool in the basement.,It is -36 degrees celsius in the basement.
in the basement,-36,warm,It is warm in the basement.,It is -36 degrees celsius in the basement.
in the basement,-36,hot,It is hot in the basement.,It is -36 degrees celsius in the basement.
in the basement,-35,freezing,It is freezing in the basement.,It is -35 degrees celsius in the basement.
in the basement,-35,cold,It is cold in the basement.,It is -35 degrees celsius in the basement.
in the basement,-35,cool,It is cool in the basement.,It is -35 degrees celsius in the basement.
in the basement,-35,warm,It is warm in the basement.,It is -35 degrees celsius in the basement.
in the basement,-35,hot,It is hot in the basement.,It is -35 degrees celsius in the basement.
in the basement,-34,freezing,It is freezing in the basement.,It is -34 degrees celsius in the basement.
in the basement,-34,cold,It is cold in the basement.,It is -34 degrees celsius in the basement.
in the basement,-34,cool,It is cool in the basement.,It is -34 degrees celsius in the basement.
in the basement,-34,warm,It is warm in the basement.,It is -34 degrees celsius in the basement.
in the basement,-34,hot,It is hot in the basement.,It is -34 degrees celsius in the basement.
in the basement,-33,freezing,It is freezing in the basement.,It is -33 degrees celsius in the basement.
in the basement,-33,cold,It is cold in the basement.,It is -33 degrees celsius in the basement.
in the basement,-33,cool,It is cool in the basement.,It is -33 degrees celsius in the basement.
in the basement,-33,warm,It is warm in the basement.,It is -33 degrees celsius in the basement.
in the basement,-33,hot,It is hot in the basement.,It is -33 degrees celsius in the basement.
in the basement,-32,freezing,It is freezing in the basement.,It is -32 degrees celsius in the basement.
in the basement,-32,cold,It is cold in the basement.,It is -32 degrees celsius in the basement.
in the basement,-32,cool,It is cool in the basement.,It is -32 degrees celsius in the basement.
in the basement,-32,warm,It is warm in the basement.,It is -32 degrees celsius in the basement.
in the basement,-32,hot,It is hot in the basement.,It is -32 degrees celsius in the basement.
in the basement,-31,freezing,It is freezing in the basement.,It is -31 degrees celsius in the basement.
in the basement,-31,cold,It is cold in the basement.,It is -31 degrees celsius in the basement.
in the basement,-31,cool,It is cool in the basement.,It is -31 degrees celsius in the basement.
in the basement,-31,warm,It is warm in the basement.,It is -31 degrees celsius in the basement.
in the basement,-31,hot,It is hot in the basement.,It is -31 degrees celsius in the basement.
in the basement,-30,freezing,It is freezing in the basement.,It is -30 degrees celsius in the basement.
